aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_pais_registro,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,JATO,BIMOTOR,184,2002,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,REGULAR,LEVE,0
REGULAR,AVIÃO,AIRBUS INDUSTRIE,A319-132,JATO,BIMOTOR,154,2009,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,LEVE,0
REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,JATO,BIMOTOR,184,2009,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,LEVE,0
REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,JATO,BIMOTOR,184,2007,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,LEVE,0
REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-232,JATO,BIMOTOR,184,2002,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,LEVE,0
***,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,MONOMOTOR,6,1973,BRASIL,BRASIL,AVIÃO,PARTICULAR,AERÓDROMO NACIONAL DE AVIAÇÃO,AERÓDROMO NACIONAL DE AVIAÇÃO,TÁXI,PRIVADA,NENHUM,0
EXPERIMENTAL,ULTRALEVE,***,VENTURA TOO,PISTÃO,MONOMOTOR,2,2007,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,EXPERIMENTAL,***,0
***,AVIÃO,EMBRAER,EMB-820C NAVAJO,PISTÃO,BIMOTOR,8,1978,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,ARCOVERDE,OSCAR LARANJEIRAS,TÁXI,TÁXI AÉREO,SUBSTANCIAL,0
***,AVIÃO,PIPER AIRCRAFT,PA-WNE,***,SEM TRAÇÃO,0,0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,LEVE,0
REGULAR,AVIÃO,FOKKER,F28MK0100,JATO,BIMOTOR,107,1993,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0
***,AVIÃO,PIPER AIRCRAFT,PA-28R-200,PISTÃO,MONOMOTOR,4,1974,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76A,TURBOEIXO,BIMOTOR,14,1981,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,TÁXI AÉREO,LEVE,0
***,AVIÃO,CESSNA AIRCRAFT,S550,JATO,BIMOTOR,10,1988,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,TÁXI AÉREO,LEVE,0
***,HELICÓPTERO,BELL HELICOPTER,206B,TURBOEIXO,MONOMOTOR,5,1998,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,DESTRUÍDA,2
INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,PISTÃO,MONOMOTOR,2,1991,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,INSTRUÇÃO,NENHUM,0
***,HELICÓPTERO,HELIBRAS,AS 355 F2,TURBOEIXO,BIMOTOR,6,1988,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,SURUCUCU,ATLAS BRASIL CANTANHEDE,DESCIDA,TÁXI AÉREO,DESTRUÍDA,3
REGULAR,AVIÃO,BOEING COMPANY,737-76N,JATO,BIMOTOR,153,1998,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
REGULAR,AVIÃO,AIRBUS INDUSTRIE,A330-223,JATO,BIMOTOR,0,0,PORTUGAL,PORTUGAL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0
REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-300,TURBOÉLICE,BIMOTOR,49,1987,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,ESTACIONAMENTO,REGULAR,LEVE,0
TÁXI AÉREO,AVIÃO,EMBRAER,EMB-820C CARAJA,TURBOÉLICE,BIMOTOR,7,1988,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,TÁXI AÉREO,LEVE,0
PARTICULAR,AVIÃO,CIRRUS DESIGN,SR20,PISTÃO,MONOMOTOR,4,2008,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,PRIVADA,NENHUM,0
TÁXI AÉREO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PISTÃO,BIMOTOR,6,1984,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,TÁXI AÉREO,LEVE,0
***,AVIÃO,AERO BOERO,AB-115,PISTÃO,MONOMOTOR,2,1991,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,BLUMENAU,BLUMENAU,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0
TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,BIMOTOR,14,2009,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,TÁXI AÉREO,NENHUM,0
***,AVIÃO,AIR TRACTOR,AT-502B,TURBOÉLICE,MONOMOTOR,1,2002,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
EXPERIMENTAL,ULTRALEVE,***,PELICAN 500BR,PISTÃO,MONOMOTOR,2,2000,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,EXPERIMENTAL,DESTRUÍDA,0
TÁXI AÉREO,AVIÃO,CESSNA AIRCRAFT,208B,TURBOÉLICE,MONOMOTOR,4,1998,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,TÁXI AÉREO,LEVE,0
TÁXI AÉREO,AVIÃO,CESSNA AIRCRAFT,208B,TURBOÉLICE,MONOMOTOR,11,2010,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,TÁXI AÉREO,NENHUM,0
REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-320,TURBOÉLICE,BIMOTOR,50,1989,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
TÁXI AÉREO,AVIÃO,MITSUBISHI,MU-2B-36A,TURBOÉLICE,BIMOTOR,11,1978,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,TÁXI AÉREO,NENHUM,0
PARTICULAR,AVIÃO,LEARJET,45,JATO,BIMOTOR,11,1999,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,LEVE,0
TÁXI AÉREO,AVIÃO,PIPER AIRCRAFT,PA-31T1,TURBOÉLICE,BIMOTOR,7,1979,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,TÁXI AÉREO,NENHUM,0
PARTICULAR,AVIÃO,CESSNA AIRCRAFT,525A,JATO,BIMOTOR,10,2008,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,PRIVADA,LEVE,0
REGULAR,AVIÃO,BOEING COMPANY,737-341,JATO,BIMOTOR,156,1992,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,REGULAR,LEVE,0
***,AVIÃO,PIPER AIRCRAFT,PA-18-150,PISTÃO,MONOMOTOR,2,1994,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0
TÁXI AÉREO,AVIÃO,TWIN COMMANDER,690B,TURBOÉLICE,BIMOTOR,10,1978,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,PARTIDA DO MOTOR,TÁXI AÉREO,LEVE,0
INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,172S,PISTÃO,MONOMOTOR,4,2005,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,NENHUM,0
PARTICULAR,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,PISTÃO,MONOMOTOR,4,2007,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,NENHUM,0
***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,PISTÃO,MONOMOTOR,4,1986,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,JOÃO MONTEIRO,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,0
REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,JATO,BIMOTOR,125,2010,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,REGULAR,NENHUM,0
***,AVIÃO,EMBRAER,EMB-820C NAVAJO,PISTÃO,BIMOTOR,8,1980,BRASIL,BRASIL,AVIÃO,PARTICULAR,CAMPO DE MARTE,BAURU,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PISTÃO,MONOMOTOR,7,1985,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,LEVE,0
***,AVIÃO,BEECH AIRCRAFT,58,PISTÃO,BIMOTOR,6,1974,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,POUSADA THAIMAÇU,PILOTO OSVALDO MARQUES DIAS,DECOLAGEM,TÁXI AÉREO,SUBSTANCIAL,0
***,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,PISTÃO,MONOMOTOR,2,1995,BRASIL,BRASIL,HELICÓPTERO,INSTRUÇÃO,CAMPO DE MARTE,CAMPO DE MARTE,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,0
REGULAR,AVIÃO,BOEING COMPANY,737-36N,JATO,BIMOTOR,157,1997,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,SUBSTANCIAL,0
PARTICULAR,HELICÓPTERO,HELIBRAS,AS 350 B3,TURBOEIXO,MONOMOTOR,6,2009,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,LEVE,0
ESPECIALIZADA,AVIÃO,CESSNA AIRCRAFT,170A,PISTÃO,MONOMOTOR,1,1950,BRASIL,BRASIL,AVIÃO,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,ESPECIALIZADA,NENHUM,0
ADMINISTRAÇÃO DIRETA,HELICÓPTERO,BELL HELICOPTER,407,TURBOEIXO,MONOMOTOR,7,1998,BRASIL,BRASIL,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,POLICIAL,LEVE,0
PARTICULAR,AVIÃO,EMBRAER,EMB-810D,PISTÃO,BIMOTOR,6,1982,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,PRIVADA,NENHUM,0
REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-202,TURBOÉLICE,BIMOTOR,71,1998,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,REGULAR,LEVE,0
ESPECIALIZADA,AVIÃO,AIR TRACTOR,AT-802A,TURBOÉLICE,MONOMOTOR,1,2008,BRASIL,BRASIL,AVIÃO,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,ESPECIALIZADA,LEVE,0
TÁXI AÉREO,AVIÃO,MITSUBISHI,MU-2B-60,TURBOÉLICE,BIMOTOR,10,1981,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,TÁXI AÉREO,NENHUM,0
ESPECIALIZADA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,MONOMOTOR,1,2004,BRASIL,BRASIL,AVIÃO,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,ESPECIALIZADA,SUBSTANCIAL,0
REGULAR,AVIÃO,BOEING COMPANY,737-7Q8,JATO,BIMOTOR,153,2000,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,REGULAR,NENHUM,0
INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,PISTÃO,MONOMOTOR,3,1992,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,INSTRUÇÃO,NENHUM,0
***,AVIÃO,EMBRAER,EMB-810C,PISTÃO,BIMOTOR,6,1977,BRASIL,BRASIL,AVIÃO,PARTICULAR,EDUARDO GOMES,MAESTRO WILSON FONSECA,DECOLAGEM,PRIVADA,DESTRUÍDA,7
***,AVIÃO,AERO BOERO,AB-115,PISTÃO,MONOMOTOR,2,1992,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,GOVERNADOR JOSÉ RICHA,GOVERNADOR JOSÉ RICHA,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0
TÁXI AÉREO,HELICÓPTERO,EUROCOPTER FRANCE,AS 365 N2,TURBOEIXO,BIMOTOR,13,2003,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,TÁXI AÉREO,NENHUM,0
REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-500,TURBOÉLICE,BIMOTOR,52,1996,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,REGULAR,LEVE,0
REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-300,TURBOÉLICE,BIMOTOR,50,1994,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,ESTACIONAMENTO,REGULAR,LEVE,0
ESPECIALIZADA,AVIÃO,CESSNA AIRCRAFT,A188A,PISTÃO,MONOMOTOR,1,1971,BRASIL,BRASIL,AVIÃO,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,ESPECIALIZADA,LEVE,0
***,AVIÃO,CESSNA AIRCRAFT,152,PISTÃO,MONOMOTOR,2,1978,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,INSTRUÇÃO,LEVE,0
***,PLANADOR,INDÚSTRIA PARANAENSE DE ESTRUTURAS,IPE-02B,SEM TRAÇÃO,SEM TRAÇÃO,2,1988,BRASIL,BRASIL,PLANADOR,INSTRUÇÃO,FAZENDA THÁLIA,FAZENDA THÁLIA,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0
***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,PISTÃO,MONOMOTOR,4,1985,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
REGULAR,AVIÃO,EMBRAER,EMB-145EP,JATO,BIMOTOR,54,1997,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,NENHUM,0
REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,TURBOÉLICE,BIMOTOR,73,2009,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-92A,TURBOEIXO,BIMOTOR,22,2008,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,TÁXI AÉREO,NENHUM,0
PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-32R-301,PISTÃO,MONOMOTOR,6,1985,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,LEVE,0
***,HELICÓPTERO,HELIBRAS,HB-350B,TURBOEIXO,MONOMOTOR,6,1984,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,PROFESSOR ERIBERTO MANOEL REINO,FORA DE AERODROMO,SUBIDA,PRIVADA,DESTRUÍDA,0
REGULAR,AVIÃO,FOKKER,F28MK0100,JATO,BIMOTOR,107,1992,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0
ADMINISTRAÇÃO DIRETA,HELICÓPTERO,EUROCOPTER FRANCE,EC 120 B,TURBOEIXO,MONOMOTOR,5,2001,BRASIL,BRASIL,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,POLICIAL,LEVE,0
PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-46-350P,PISTÃO,MONOMOTOR,6,1998,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,LEVE,0
TÁXI AÉREO,AVIÃO,BRITTEN-NORMAN,BN-2A-21,PISTÃO,BIMOTOR,10,1975,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,TÁXI AÉREO,NENHUM,0
PARTICULAR,AVIÃO,EMBRAER,EMB-810D,PISTÃO,BIMOTOR,6,1993,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,PRIVADA,LEVE,0
INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,172E,PISTÃO,MONOMOTOR,4,1964,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,INSTRUÇÃO,NENHUM,0
***,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,TURBOÉLICE,BIMOTOR,73,2010,BRASIL,BRASIL,AVIÃO,REGULAR,RONDONÓPOLIS,FORA DE AERODROMO,SUBIDA,REGULAR,LEVE,0
PARTICULAR,HELICÓPTERO,BELL HELICOPTER,206L-4,TURBOEIXO,MONOMOTOR,7,2009,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,NENHUM,0
TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,BIMOTOR,14,2003,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,TÁXI AÉREO,LEVE,0
REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,TURBOÉLICE,BIMOTOR,73,2001,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
TÁXI AÉREO,AVIÃO,CESSNA AIRCRAFT,208B,TURBOÉLICE,MONOMOTOR,11,1998,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,TÁXI AÉREO,NENHUM,0
***,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,MONOMOTOR,6,1975,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
***,AVIÃO,CESSNA AIRCRAFT,210K,PISTÃO,MONOMOTOR,6,1970,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,SUBSTANCIAL,0
***,AVIÃO,CESSNA AIRCRAFT,425,***,BIMOTOR,0,0,ESTADOS UNIDOS,ESTADOS UNIDOS,AVIÃO,***,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,***,NENHUM,0
REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,JATO,BIMOTOR,125,2008,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,REGULAR,LEVE,0
REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-232,JATO,BIMOTOR,182,2001,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,REGULAR,NENHUM,0
***,AVIÃO,CESSNA AIRCRAFT,210M,PISTÃO,MONOMOTOR,6,1977,BRASIL,BRASIL,AVIÃO,PARTICULAR,WILMA REBELO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,DESTRUÍDA,3
***,AVIÃO,CESSNA AIRCRAFT,150M,PISTÃO,MONOMOTOR,0,0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,GENERAL LEITE DE CASTRO,GENERAL LEITE DE CASTRO,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0
***,AVIÃO,AIR TRACTOR,AT-802A,TURBOÉLICE,MONOMOTOR,1,2006,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FAZENDA NOVA FLORESTA,FAZENDA NOVA FLORESTA,CIRCUITO DE TRÁFEGO,AGRÍCOLA,DESTRUÍDA,0
***,AVIÃO,CESSNA AIRCRAFT,172M,PISTÃO,MONOMOTOR,4,1973,BRASIL,BRASIL,AVIÃO,PARTICULAR,JANUÁRIA,CARINHANHA,POUSO,PRIVADA,SUBSTANCIAL,0
***,AVIÃO,CESSNA AIRCRAFT,U206B,PISTÃO,MONOMOTOR,6,1967,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,OCOREMA,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
TÁXI AÉREO,HELICÓPTERO,AGUSTA,AW119MKII,TURBOEIXO,MONOMOTOR,6,2008,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,TÁXI AÉREO,NENHUM,0
***,AVIÃO,CESSNA AIRCRAFT,208B,TURBOÉLICE,MONOMOTOR,11,1992,BRASIL,BRASIL,AVIÃO,PARTICULAR,BARRA DO VENTO,ATLAS BRASIL CANTANHEDE,DECOLAGEM,PRIVADA,DESTRUÍDA,0
***,AVIÃO,EMBRAER,EMB-810D,PISTÃO,BIMOTOR,6,1992,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,PRIVADA,LEVE,0
REGULAR,AVIÃO,FOKKER,F28MK0100,JATO,BIMOTOR,107,1992,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,REGULAR,NENHUM,0
***,AVIÃO,PIPER AIRCRAFT,PA-34-200,PISTÃO,BIMOTOR,6,1972,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,INSTRUÇÃO,SUBSTANCIAL,4
REGULAR,AVIÃO,AIRBUS INDUSTRIE,A319-132,JATO,BIMOTOR,154,2001,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PISTÃO,MONOMOTOR,1,1979,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,AGRÍCOLA,SUBSTANCIAL,0
***,AVIÃO,EMBRAER,EMB-110P1,TURBOÉLICE,BIMOTOR,21,1987,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,TEFÉ,DECOLAGEM,TÁXI AÉREO,SUBSTANCIAL,0
TÁXI AÉREO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PISTÃO,MONOMOTOR,6,1990,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,LEVE,0
***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-710C,PISTÃO,MONOMOTOR,4,1976,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTA MARIA DA VITÓRIA,CORIBE,CORRIDA APÓS POUSO,PRIVADA,LEVE,1
TÁXI AÉREO,HELICÓPTERO,EUROCOPTER FRANCE,EC 225 LP,TURBOEIXO,BIMOTOR,21,2009,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,ESTACIONAMENTO,TÁXI AÉREO,NENHUM,0
***,AVIÃO,EMBRAER,EMB-820C NAVAJO,PISTÃO,BIMOTOR,10,1980,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,NENHUM,0
***,HELICÓPTERO,SIKORSKY AIRCRAFT,S-61N,TURBOEIXO,BIMOTOR,21,1975,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,TÁXI AÉREO,NENHUM,0
